period,rebalance,n,priced_share
2013-06-30,2013-07-31,15,0.771944437571989
2013-09-30,2013-11-30,16,0.7830708498882462
2013-12-31,2014-02-28,16,0.8191592235886799
2014-03-31,2014-05-31,16,0.7920442336186331
2014-06-30,2014-08-31,15,0.7400378776285487
2014-09-30,2014-11-30,13,0.7045852575743299
2014-12-31,2015-02-28,14,0.7698590200112198
2015-03-31,2015-05-31,15,0.8031891108836003
2015-06-30,2015-07-31,15,0.7929160950458196
2015-09-30,2015-11-30,15,0.7672333882126409
2015-12-31,2016-02-29,19,0.9374316052518892
2016-03-31,2016-04-30,20,0.9171136696812242
2016-06-30,2016-08-31,21,0.8867216614704178
2016-09-30,2016-11-30,24,0.8957736291524514
2016-12-31,2017-02-28,24,0.8930800535141594
2017-03-31,2017-05-31,25,0.8865432671077726
2017-06-30,2017-08-31,25,0.892946149066958
2017-09-30,2017-11-30,26,0.8839174207340704
2017-12-31,2018-02-28,26,0.895850916987308
2018-03-31,2018-05-31,27,0.9079061202567797
2018-06-30,2018-08-31,30,0.9339808014032303
2018-09-30,2018-11-30,31,0.9669281322874709
2018-12-31,2019-02-28,32,0.9753353121342627
2019-03-31,2019-05-31,30,0.9782991942327608
2019-06-30,2019-07-31,30,0.9779957671654013
2019-09-30,2019-11-30,31,0.9784567178917761
2019-12-31,2020-02-29,32,0.9904525193549742
2020-03-31,2020-04-30,34,0.9934538869805687
2020-06-30,2020-07-31,34,0.9925581024425216
2020-09-30,2020-10-31,34,0.9943867663002969
2020-12-31,2021-02-28,34,0.9932848203588033
2021-03-31,2021-05-31,35,0.9584095114889458
2021-06-30,2021-07-31,35,0.9722063460654349
2021-09-30,2021-10-31,35,0.9810882214643555
2021-12-31,2022-01-31,36,0.9921057719549011
2022-03-31,2022-05-31,35,0.9925536589381725
2022-06-30,2022-08-31,37,0.992901227354377
2022-09-30,2022-11-30,37,0.9924769727692733
2022-12-31,2023-02-28,37,0.9924283939461601
2023-03-31,2023-05-31,37,1.0
2023-06-30,2023-08-31,38,1.0000000000000002
2023-09-30,2023-11-30,39,0.9999999999999999
2023-12-31,2024-02-29,37,1.0
2024-03-31,2024-05-31,37,0.9999999999999999
2024-06-30,2024-08-31,39,1.0
2024-09-30,2024-11-30,38,0.9999999999999998
2024-12-31,2025-02-28,36,0.9999999999999999
2025-03-31,2025-05-31,37,1.0
2025-06-30,2025-07-31,38,1.0
2025-09-30,2025-10-31,38,0.9999999999999999
2025-12-31,2026-02-28,37,0.9999999999999999
2026-03-31,2026-05-31,38,1.0000000000000002
2026-06-30,2026-07-31,27,1.0000000000000002
