period,rebalance,n,priced_share
2013-06-30,2013-08-31,20,0.45256099543249645
2013-09-30,2013-11-30,22,0.5159614367595954
2013-12-31,2014-02-28,19,0.7017765577328678
2014-03-31,2014-05-31,20,0.7332136069222497
2014-06-30,2014-08-31,15,0.6936793416160676
2014-09-30,2014-11-30,20,0.6990243877420751
2014-12-31,2015-02-28,12,0.7024409505016356
2015-03-31,2015-05-31,14,0.6668834239772995
2015-06-30,2015-08-31,17,0.7085683826923979
2015-09-30,2015-11-30,14,0.6548664076065895
2015-12-31,2016-02-29,12,0.813912247390117
2016-03-31,2016-05-31,9,0.8146990928953763
2016-06-30,2016-08-31,8,0.7810168139496324
2016-09-30,2016-11-30,13,0.7807289781638316
2016-12-31,2017-02-28,17,0.8076377644057583
2017-03-31,2017-05-31,16,0.6309819579744409
2017-06-30,2017-08-31,12,0.5127696774030002
2017-09-30,2017-11-30,9,0.4450381644225587
2017-12-31,2018-02-28,8,0.3582005583673297
2018-03-31,2018-05-31,12,0.5142950885360155
2018-06-30,2018-08-31,18,0.6513283984744718
2018-09-30,2018-11-30,15,0.6359197227715251
2018-12-31,2019-02-28,9,0.9190317125560326
2019-03-31,2019-05-31,12,0.9408248383112052
2019-06-30,2019-08-31,13,0.8702479932597039
2019-09-30,2019-11-30,13,0.8431913969771899
2019-12-31,2020-02-29,8,0.8213626468524549
2020-03-31,2020-05-31,20,0.8150664856042747
2020-06-30,2020-08-31,18,0.8392804622415262
2020-09-30,2020-11-30,24,0.8935953992334085
2020-12-31,2021-02-28,23,0.8430699132727214
2021-03-31,2021-05-31,20,0.8508758772430851
2021-06-30,2021-08-31,13,0.842059963023324
2021-09-30,2021-11-30,16,0.8283438899904129
2021-12-31,2022-02-28,13,0.8251655168391834
2022-03-31,2022-05-31,12,0.8500766829577278
2022-06-30,2022-08-31,16,0.826508530782464
2022-09-30,2022-11-30,17,0.8909870814090441
2022-12-31,2023-02-28,15,0.9144986019678377
2023-03-31,2023-05-31,18,0.8843007209719032
2023-06-30,2023-08-31,21,0.7605635140306719
2023-09-30,2023-11-30,25,0.9155522782264854
2023-12-31,2024-02-29,25,0.960468331731183
2024-03-31,2024-05-31,28,0.9715973217149787
2024-06-30,2024-08-31,29,0.9724885764997113
2024-09-30,2024-11-30,28,0.9742200860677667
2024-12-31,2025-02-28,31,0.9774629430999004
2025-03-31,2025-05-31,29,0.9751376562649126
2025-06-30,2025-08-31,27,0.9713709908560514
2025-09-30,2025-11-30,26,0.9821300204534791
2025-12-31,2026-02-28,23,1.0
2026-03-31,2026-05-31,24,1.0
2026-06-30,2026-08-31,22,1.0
